id,category,sentence
8728,comparative,"Gallus gallus belongs to the phylum Chordata, while Limulus polyphemus belongs to the phylum Arthropoda."
8729,comparative,"Asterias rubens belongs to the phylum Echinodermata, while Crocodylus niloticus belongs to the phylum Chordata."
8730,comparative,"While Asterias rubens is a carnivore, Petromyzon marinus is a parasite."
8731,comparative,"Canis lupus belongs to the phylum Chordata, while Drosophila melanogaster belongs to the phylum Arthropoda."
8732,comparative,"Unlike Cornu aspersum, which respires through a pallial lung formed from the mantle cavity, Hirudo medicinalis respires through the body surface."
8733,comparative,"Octopus vulgaris excretes nitrogen mainly as ammonia, whereas Osphranter rufus excretes it mainly as urea."
8734,concepts,Torpor is a short-term reduction in metabolic rate and body temperature.
8735,traits,"Regarding the Nile crocodile, the incubation temperature of its eggs determines the sex of the hatchlings."
8736,comparative,"In contrast to the ectothermic Mytilus edulis, Aptenodytes forsteri is endothermic."
8737,comparative,"Euplectella aspergillum belongs to the phylum Porifera, while Ornithorhynchus anatinus belongs to the phylum Chordata."
8738,comparative,"Unlike Drosophila melanogaster, whose circulatory system is open, Iguana iguana has a circulatory system that is closed."
8739,taxonomy,Apis mellifera is placed in the order Hymenoptera.
8740,physiology,Gas exchange in the freshwater planarian occurs through diffusion across the body surface.
8741,comparative,"Unlike Schistocerca gregaria, whose circulatory system is open, Danio rerio has a circulatory system that is closed."
8742,concepts,"From a zoological perspective, molluscs typically have a mantle, a muscular foot, and a visceral mass."
8743,comparative,"Unlike Loxodonta africana, which is endothermic, Acropora cervicornis is ectothermic."
8744,comparative,"In contrast to the endothermic Canis lupus, Homarus americanus is ectothermic."
8745,physiology,"The circulatory system of the emperor penguin is closed, with a four-chambered heart."
8746,concepts,"From a zoological perspective, hormones are chemical messengers secreted into the circulation that act on distant target cells."
8747,concepts,"From a zoological perspective, the amnion, chorion, allantois, and yolk sac are extraembryonic membranes of the amniotic egg."
8748,reproduction,"Reproduction in the American lobster is oviparous, with females carrying eggs on their pleopods."
8749,comparative,"Unlike Danaus plexippus, which is a herbivore, Asterias rubens is a carnivore."
8750,comparative,"Giraffa camelopardalis is a herbivore, whereas Acropora cervicornis is a mixotroph."
8751,taxonomy,"Taxonomically, the southern black widow (Latrodectus mactans) is a member of the phylum Arthropoda, class Arachnida, and order Araneae."
8752,comparative,"Octopus vulgaris is a carnivore, whereas Chelonia mydas is a herbivore."
8753,traits,A notable feature of the platypus is that males possess a venomous spur on each hind limb.
8754,concepts,"In comparative physiology, blubber is a thick layer of subcutaneous fat that insulates marine mammals."
8755,comparative,"Canis lupus excretes nitrogen mainly as urea, whereas Aurelia aurita excretes it mainly as ammonia."
8756,comparative,"Panthera leo is endothermic, whereas Rhinella marina is ectothermic."
8757,comparative,"Canis lupus is endothermic, whereas Lumbricus terrestris is ectothermic."
8758,comparative,"Danio rerio exchanges gases through gills, whereas Tyto alba uses lungs with air sacs."
8759,comparative,"Mytilus edulis exchanges gases through gills, whereas Tyto alba uses lungs with air sacs."
8760,comparative,"Unlike Crocodylus niloticus, which is a carnivore, Loxodonta africana is a herbivore."
8761,comparative,"Unlike Pan troglodytes, whose circulatory system is closed, Schistocerca gregaria has a circulatory system that is open."
8762,comparative,"Latrodectus mactans has a circulatory system that is open, whereas that of Mus musculus is closed."
8763,comparative,"Unlike Falco peregrinus, which is endothermic, Ambystoma mexicanum is ectothermic."
8764,comparative,"Hirudo medicinalis is a hematophage, whereas Aptenodytes forsteri is a carnivore."
8765,comparative,"Unlike Aptenodytes forsteri, which is a carnivore, Hypsibius exemplaris is a herbivore."
8766,comparative,"Cornu aspersum belongs to the phylum Mollusca, while Ursus maritimus belongs to the phylum Chordata."
8767,comparative,"Caenorhabditis elegans exchanges gases through diffusion across the cuticle, whereas Rhinella marina uses lungs and skin."
8768,comparative,"Unlike Aptenodytes forsteri, which is endothermic, Lithobates catesbeianus is ectothermic."
8769,comparative,"Unlike Struthio camelus, which is endothermic, Lithobates catesbeianus is ectothermic."
8770,comparative,"Archilochus colubris excretes nitrogen mainly as uric acid, whereas Limulus polyphemus excretes it mainly as ammonia."
8771,comparative,"Schistocerca gregaria exchanges gases through a tracheal system, whereas Tursiops truncatus uses lungs."
8772,comparative,"While Mus musculus is an omnivore, Rhinella marina is a generalist predator."
8773,comparative,"Unlike Danaus plexippus, which excretes uric acid, Danio rerio excretes ammonia."
8774,comparative,"Lithobates catesbeianus has a circulatory system that is closed, whereas that of Asterias rubens is a water vascular system and a reduced hemal system."
8775,comparative,"Unlike Hypsibius exemplaris, whose circulatory system is open, Lumbricus terrestris has a circulatory system that is closed."
8776,comparative,"Unlike Giraffa camelopardalis, which is endothermic, Latimeria chalumnae is ectothermic."
8777,taxonomy,"Taxonomically, the western honey bee (Apis mellifera) is a member of the phylum Arthropoda, class Insecta, and order Hymenoptera."
8778,comparative,"Carcharodon carcharias belongs to the phylum Chordata, while Hydra viridissima belongs to the phylum Cnidaria."
8779,comparative,"Unlike Hypsibius exemplaris, which excretes ammonia, Tyto alba excretes uric acid."
8780,comparative,"Latrodectus mactans has bilateral symmetry, whereas Acropora cervicornis has radial symmetry."
8781,comparative,"Unlike Tursiops truncatus, which respires through lungs, Homarus americanus respires through gills."
8782,physiology,The main nitrogenous waste excreted by the house mouse is urea.
8783,comparative,"Unlike Struthio camelus, which is endothermic, Danio rerio is ectothermic."
8784,ecology,The giraffe inhabits savanna and open woodland.
8785,comparative,"Unlike Mus musculus, which is an omnivore, Aptenodytes forsteri is a carnivore."
8786,comparative,"Struthio camelus is an omnivore, whereas Latimeria chalumnae is a carnivore."
8787,taxonomy,"Within the class Mammalia, Tursiops truncatus belongs to the order Artiodactyla."
8788,comparative,"Unlike Apis mellifera, which is ectothermic, Tursiops truncatus is endothermic."
8789,comparative,"Architeuthis dux is a carnivore, whereas Gallus gallus is an omnivore."
8790,comparative,"Danaus plexippus excretes nitrogen mainly as uric acid, whereas Rhinella marina excretes it mainly as urea as an adult."
8791,comparative,"Loxodonta africana excretes nitrogen mainly as urea, whereas Hirudo medicinalis excretes it mainly as ammonia."
8792,comparative,"Giraffa camelopardalis is endothermic, whereas Danio rerio is ectothermic."
8793,comparative,"Varanus komodoensis excretes nitrogen mainly as uric acid, whereas Aurelia aurita excretes it mainly as ammonia."
8794,ecology,"In terms of trophic ecology, Osphranter rufus is a herbivore."
8795,comparative,"Tyto alba is endothermic, whereas Limulus polyphemus is ectothermic."
8796,comparative,"While Acropora cervicornis is a mixotroph, Petromyzon marinus is a parasite."
8797,comparative,"Unlike Struthio camelus, which is an omnivore, Mytilus edulis is a suspension feeder."
8798,comparative,"Danio rerio exchanges gases through gills, whereas Caenorhabditis elegans uses diffusion across the cuticle."
8799,comparative,"While Strongylocentrotus purpuratus is a herbivore, Ambystoma mexicanum is a carnivore."
8800,comparative,"Mus musculus is endothermic, whereas Ambystoma mexicanum is ectothermic."
8801,morphology,The body plan of Loxodonta africana shows bilateral symmetry.
8802,comparative,"Although Mus musculus and Ursus maritimus share the class Mammalia, they are placed in different orders, Rodentia and Carnivora."
8803,comparative,"Architeuthis dux has a circulatory system that is closed, whereas that of Drosophila melanogaster is open."
8804,comparative,"Unlike Petromyzon marinus, which is ectothermic, Loxodonta africana is endothermic."
8805,comparative,"Unlike Tyto alba, which is a carnivore, Giraffa camelopardalis is a herbivore."
8806,comparative,"Unlike Schistocerca gregaria, whose circulatory system is open, Panthera leo has a circulatory system that is closed."
8807,comparative,"Hydra viridissima is a carnivore, whereas Struthio camelus is an omnivore."
8808,comparative,"In contrast to the endothermic Tursiops truncatus, Euplectella aspergillum is ectothermic."
8809,comparative,"Hydra viridissima exchanges gases through diffusion across the body surface, whereas Mytilus edulis uses gills."
8810,morphology,The body plan of Euplectella aspergillum shows asymmetrical symmetry.
8811,concepts,"Complete metamorphosis in insects includes egg, larva, pupa, and adult stages."
8812,concepts,"In comparative physiology, analogous structures perform similar functions but evolved independently."
8813,comparative,"Crocodylus niloticus excretes nitrogen mainly as ammonia and uric acid, whereas Chelonia mydas excretes it mainly as uric acid."
8814,comparative,"Unlike Chelonia mydas, which is a herbivore, Carcharodon carcharias is a carnivore."
8815,reproduction,"Reproduction in the giraffe is viviparous, with a gestation period of about 15 months."
8816,comparative,"Hypsibius exemplaris is a herbivore, whereas Crocodylus niloticus is a carnivore."
8817,comparative,"Unlike Drosophila melanogaster, which is a saprophage, Schmidtea mediterranea is a carnivore."
8818,comparative,"Unlike Acropora cervicornis, which is a mixotroph, Rhinella marina is a generalist predator."
8819,comparative,"Ursus maritimus has a circulatory system that is closed, whereas that of Asterias rubens is a water vascular system and a reduced hemal system."
8820,comparative,"Drosophila melanogaster excretes nitrogen mainly as uric acid, whereas Ursus maritimus excretes it mainly as urea."
8821,comparative,"Homarus americanus has a circulatory system that is open, whereas that of Aptenodytes forsteri is closed."
8822,comparative,"Carcharodon carcharias is regionally endothermic, whereas Mus musculus is endothermic."
8823,comparative,"Unlike Apis mellifera, which respires through a tracheal system, Salmo salar respires through gills."
8824,concepts,"As a general principle, oviparous animals lay eggs that develop outside the mother's body."
8825,comparative,"Although Giraffa camelopardalis and Loxodonta africana share the class Mammalia, they are placed in different orders, Artiodactyla and Proboscidea."
8826,comparative,"Unlike Cornu aspersum, which respires through a pallial lung formed from the mantle cavity, Canis lupus respires through lungs."
8827,traits,"Researchers studying Aurelia aurita have noted that it is diploblastic, with an ectoderm and endoderm separated by mesoglea."
8828,comparative,"In contrast to the regionally endothermic Carcharodon carcharias, Giraffa camelopardalis is endothermic."
8829,taxonomy,Strongylocentrotus purpuratus is the binomial name for the purple sea urchin.
8830,comparative,"In contrast to the endothermic Pan troglodytes, Mytilus edulis is ectothermic."
8831,comparative,"Unlike Iguana iguana, which is ectothermic, Struthio camelus is endothermic."
8832,comparative,"Euplectella aspergillum is a filter feeder, whereas Petromyzon marinus is a parasite."
8833,comparative,"Apis mellifera exchanges gases through a tracheal system, whereas Petromyzon marinus uses gills."
8834,physiology,Acropora cervicornis respires using diffusion across the body surface.
8835,comparative,"Tyto alba is endothermic, whereas Apis mellifera is ectothermic."
8836,concepts,Annelids are segmented worms with a true coelom.
8837,comparative,"Unlike Strongylocentrotus purpuratus, which excretes ammonia, Varanus komodoensis excretes uric acid."
8838,taxonomy,"Taxonomically, the barn owl (Tyto alba) is a member of the phylum Chordata, class Aves, and order Strigiformes."
8839,comparative,"Unlike Osphranter rufus, which is a herbivore, Caenorhabditis elegans is a bacterivore."
8840,comparative,"Unlike Cornu aspersum, which is a herbivore, Octopus vulgaris is a carnivore."
8841,ecology,"In terms of trophic ecology, Varanus komodoensis is a carnivore."
8842,comparative,"Balaenoptera musculus is a filter-feeding carnivore, whereas Apis mellifera is a herbivore."
8843,ecology,The common fruit fly is a saprophage that feeds on yeast in fermenting fruit.
8844,comparative,"Unlike Rhinella marina, which respires through lungs and skin, Hippocampus abdominalis respires through gills."
8845,comparative,"Panthera leo exchanges gases through lungs, whereas Lithobates catesbeianus uses lungs, skin, and buccal lining."
8846,comparative,"Unlike Hippocampus abdominalis, which excretes ammonia, Tyto alba excretes uric acid."
8847,comparative,"Unlike Apis mellifera, which excretes uric acid, Hydra viridissima excretes ammonia."
8848,traits,Researchers studying Crocodylus niloticus have noted that a secondary palate allows it to breathe while its mouth is submerged.
8849,comparative,"While Euplectella aspergillum is a filter feeder, Tursiops truncatus is a carnivore."
8850,comparative,"Danio rerio is an omnivore, whereas Octopus vulgaris is a carnivore."
8851,comparative,"Rhinella marina is a generalist predator, whereas Schmidtea mediterranea is a carnivore."
8852,physiology,Gas exchange in the tardigrade occurs through diffusion across the body surface.
8853,taxonomy,"The king cobra is a vertebrate, possessing a vertebral column or its cartilaginous equivalent."
8854,reproduction,"The reproductive mode of Limulus polyphemus can be described as oviparous, with external fertilization."
8855,summary,"The American lobster is a ectothermic member of the class Malacostraca whose circulatory system is open, with hemolymph containing hemocyanin."
8856,concepts,Freshwater fishes produce large volumes of dilute urine and take up ions through their gills.
8857,traits,"Regarding the medicinal leech, its saliva contains hirudin, an anticoagulant that inhibits thrombin."
8858,comparative,"While Hypsibius exemplaris is a herbivore, Latimeria chalumnae is a carnivore."
8859,ecology,The monarch butterfly is a herbivore; larvae eat milkweed and adults feed on nectar.
8860,comparative,"Octopus vulgaris belongs to the phylum Mollusca, while Schistocerca gregaria belongs to the phylum Arthropoda."
8861,comparative,"Apis mellifera has bilateral symmetry, whereas Euplectella aspergillum has asymmetrical symmetry."
8862,comparative,"Unlike Ophiophagus hannah, which is a carnivore, Struthio camelus is an omnivore."
8863,comparative,"Unlike Salmo salar, which is a carnivore, Mytilus edulis is a suspension feeder."
8864,comparative,"Hirudo medicinalis is a hematophage, whereas Latimeria chalumnae is a carnivore."
8865,concepts,"In animal biology, enzymes such as pepsin, trypsin, and lipase break down macromolecules during digestion."
8866,comparative,"Unlike Varanus komodoensis, which excretes uric acid, Rhinella marina excretes urea as an adult."
8867,comparative,"Unlike Schistocerca gregaria, whose circulatory system is open, Mus musculus has a circulatory system that is closed."
8868,comparative,"In contrast to the ectothermic Homarus americanus, Ornithorhynchus anatinus is endothermic."
8869,comparative,"Unlike Tursiops truncatus, which is a carnivore, Osphranter rufus is a herbivore."
8870,comparative,"Salmo salar excretes nitrogen mainly as ammonia, whereas Tyto alba excretes it mainly as uric acid."
8871,comparative,"Tursiops truncatus is a carnivore, whereas Pan troglodytes is an omnivore."
8872,comparative,"Octopus vulgaris is ectothermic, whereas Canis lupus is endothermic."
8873,taxonomy,The scientific name of the Nile crocodile is Crocodylus niloticus.
8874,comparative,"Unlike Carcharodon carcharias, which excretes urea, Lumbricus terrestris excretes ammonia and urea."
8875,concepts,"As a general principle, many migratory birds use the Earth's magnetic field for navigation."
8876,comparative,"Unlike Lithobates catesbeianus, which excretes urea as an adult and ammonia as a larva, Crocodylus niloticus excretes ammonia and uric acid."
8877,comparative,"Danio rerio has a circulatory system that is closed, whereas that of Hypsibius exemplaris is open."
8878,comparative,"Tursiops truncatus exchanges gases through lungs, whereas Archilochus colubris uses lungs with air sacs."
8879,comparative,"Hypsibius exemplaris has a circulatory system that is open, whereas that of Lumbricus terrestris is closed."
8880,comparative,"While Drosophila melanogaster is a saprophage, Pan troglodytes is an omnivore."
8881,comparative,"Chelonia mydas exchanges gases through lungs, whereas Schistocerca gregaria uses a tracheal system."
8882,concepts,"Adaptive immunity, based on lymphocytes with specific receptors, is found in vertebrates."
8883,comparative,"Unlike Architeuthis dux, which respires through gills, Schmidtea mediterranea respires through diffusion across the body surface."
8884,comparative,"In contrast to the endothermic Ursus maritimus, Latrodectus mactans is ectothermic."
8885,comparative,"Unlike Aptenodytes forsteri, which is a carnivore, Homarus americanus is a scavenger and predator."
8886,comparative,"Iguana iguana has bilateral symmetry, whereas Strongylocentrotus purpuratus has pentaradial as an adult and bilateral as a larva symmetry."
8887,comparative,"Strongylocentrotus purpuratus excretes nitrogen mainly as ammonia, whereas Canis lupus excretes it mainly as urea."
8888,comparative,"Unlike Pan troglodytes, which is an omnivore, Canis lupus is a carnivore."
8889,physiology,"In Varanus komodoensis, circulation is closed, with a three-chambered heart."
8890,comparative,"Hirudo medicinalis is a hematophage, whereas Hypsibius exemplaris is a herbivore."
8891,comparative,"Strongylocentrotus purpuratus belongs to the phylum Echinodermata, while Tyto alba belongs to the phylum Chordata."
8892,physiology,"In Hydra viridissima, circulation is absent, with a gastrovascular cavity."
8893,comparative,"Varanus komodoensis excretes nitrogen mainly as uric acid, whereas Tursiops truncatus excretes it mainly as urea."
8894,comparative,"Unlike Rhinella marina, which is a generalist predator, Chelonia mydas is a herbivore."
8895,comparative,"Petromyzon marinus is a parasite, whereas Archilochus colubris is a nectarivore."
8896,comparative,"Hydra viridissima belongs to the phylum Cnidaria, while Limulus polyphemus belongs to the phylum Arthropoda."
8897,comparative,"Struthio camelus is endothermic, whereas Hypsibius exemplaris is ectothermic."
8898,physiology,Aurelia aurita eliminates nitrogen primarily as ammonia.
8899,comparative,"Unlike Homarus americanus, whose circulatory system is open, Danio rerio has a circulatory system that is closed."
8900,comparative,"Although Apis mellifera and Schistocerca gregaria share the class Insecta, they are placed in different orders, Hymenoptera and Orthoptera."
8901,comparative,"Cornu aspersum is a herbivore, whereas Homarus americanus is a scavenger and predator."
8902,comparative,"Unlike Lumbricus terrestris, which is a detritivore, Varanus komodoensis is a carnivore."
8903,physiology,The great white shark is regionally endothermic.
8904,comparative,"Danio rerio exchanges gases through gills, whereas Danaus plexippus uses a tracheal system."
8905,physiology,"Lithobates catesbeianus respires using lungs, skin, and buccal lining; larvae use gills."
8906,comparative,"Asterias rubens has a circulatory system that is a water vascular system and a reduced hemal system, whereas that of Drosophila melanogaster is open."
8907,concepts,Camera-type eyes evolved independently in vertebrates and cephalopods.
8908,comparative,"In contrast to the ectothermic Aurelia aurita, Panthera leo is endothermic."
8909,comparative,"Cornu aspersum excretes nitrogen mainly as ammonia and uric acid, whereas Limulus polyphemus excretes it mainly as ammonia."
8910,comparative,"Latimeria chalumnae exchanges gases through gills, whereas Limulus polyphemus uses book gills."
8911,comparative,"Canis lupus is endothermic, whereas Latrodectus mactans is ectothermic."
8912,ecology,The platypus inhabits freshwater streams and rivers.
8913,morphology,The sea lamprey has bilateral body symmetry.
8914,comparative,"Unlike Mus musculus, whose circulatory system is closed, Asterias rubens has a circulatory system that is a water vascular system and a reduced hemal system."
8915,comparative,"In contrast to the endothermic Ursus maritimus, Hydra viridissima is ectothermic."
8916,comparative,"Unlike Rhinella marina, which is ectothermic, Tyto alba is endothermic."
8917,concepts,"In comparative physiology, the sinoatrial node acts as the pacemaker of the vertebrate heart."
8918,comparative,"Unlike Tyto alba, which is a carnivore, Petromyzon marinus is a parasite."
8919,concepts,Radially symmetrical animals often have a diffuse nerve net rather than a centralized brain.
8920,comparative,"Unlike Drosophila melanogaster, which is a saprophage, Hypsibius exemplaris is a herbivore."
8921,comparative,"Unlike Mytilus edulis, whose circulatory system is open, Rhinella marina has a circulatory system that is closed."
8922,summary,"Aptenodytes forsteri, commonly known as the emperor penguin, is a carnivore of the class Aves that respires using lungs with air sacs."
8923,comparative,"Unlike Latimeria chalumnae, which respires through gills, Aptenodytes forsteri respires through lungs with air sacs."
8924,comparative,"Canis lupus has bilateral symmetry, whereas Aurelia aurita has radial symmetry."
8925,comparative,"Unlike Rhinella marina, which is a generalist predator, Pan troglodytes is an omnivore."
8926,comparative,"Latimeria chalumnae has bilateral symmetry, whereas Strongylocentrotus purpuratus has pentaradial as an adult and bilateral as a larva symmetry."
8927,comparative,"Unlike Varanus komodoensis, which is a carnivore, Balaenoptera musculus is a filter-feeding carnivore."
8928,comparative,"In contrast to the endothermic Gallus gallus, Euplectella aspergillum is ectothermic."
8929,taxonomy,Schistocerca gregaria is classified in the class Insecta.
8930,ecology,"In terms of trophic ecology, Rhinella marina is an omnivorous generalist predator."
8931,comparative,"Unlike Rhinella marina, which is a generalist predator, Myotis lucifugus is an insectivore."
8932,comparative,"Unlike Iguana iguana, whose circulatory system is closed, Cornu aspersum has a circulatory system that is open."
8933,comparative,"Archilochus colubris has a circulatory system that is closed, whereas that of Mytilus edulis is open."
8934,comparative,"Unlike Latimeria chalumnae, whose circulatory system is closed, Apis mellifera has a circulatory system that is open."
8935,physiology,The main nitrogenous waste excreted by the cane toad is urea as an adult.
8936,comparative,"Canis lupus excretes nitrogen mainly as urea, whereas Danaus plexippus excretes it mainly as uric acid."
8937,comparative,"Unlike Danaus plexippus, which excretes uric acid, Salmo salar excretes ammonia."
8938,comparative,"Panthera leo is a carnivore, whereas Euplectella aspergillum is a filter feeder."
8939,comparative,"Unlike Lumbricus terrestris, which excretes ammonia and urea, Chelonia mydas excretes uric acid."
8940,concepts,"In comparative physiology, oviparous animals lay eggs that develop outside the mother's body."
8941,comparative,"Unlike Homarus americanus, which is a scavenger and predator, Cornu aspersum is a herbivore."
8942,comparative,"Cornu aspersum exchanges gases through a pallial lung formed from the mantle cavity, whereas Limulus polyphemus uses book gills."
8943,traits,"Regarding the house mouse, its incisors grow continuously and are kept short by gnawing."
8944,comparative,"Unlike Danaus plexippus, which excretes uric acid, Osphranter rufus excretes urea."
8945,comparative,"While Mus musculus is an omnivore, Hypsibius exemplaris is a herbivore."
8946,comparative,"Unlike Balaenoptera musculus, which is a filter-feeding carnivore, Crocodylus niloticus is a carnivore."
8947,concepts,"From a zoological perspective, countercurrent exchange maximizes the transfer of heat or solutes between fluids flowing in opposite directions."
8948,physiology,"The circulatory system of the sea lamprey is closed, with a two-chambered heart."
8949,comparative,"Danio rerio exchanges gases through gills, whereas Cornu aspersum uses a pallial lung formed from the mantle cavity."
8950,comparative,"Canis lupus belongs to the phylum Chordata, while Limulus polyphemus belongs to the phylum Arthropoda."
8951,comparative,"Unlike Danaus plexippus, which respires through a tracheal system, Limulus polyphemus respires through book gills."
8952,comparative,"Unlike Hippocampus abdominalis, which excretes ammonia, Schistocerca gregaria excretes uric acid."
8953,comparative,"Unlike Ornithorhynchus anatinus, which is endothermic, Octopus vulgaris is ectothermic."
8954,comparative,"Unlike Tyto alba, which is endothermic, Ophiophagus hannah is ectothermic."
8955,traits,A notable feature of the giraffe is that a thick-walled left ventricle generates high arterial pressure to perfuse the brain.
8956,comparative,"Unlike Myotis lucifugus, which is an insectivore, Limulus polyphemus is a carnivore."
8957,physiology,The house mouse is endothermic.
8958,comparative,"Unlike Iguana iguana, which is ectothermic, Giraffa camelopardalis is endothermic."
8959,comparative,"Iguana iguana excretes nitrogen mainly as uric acid, whereas Myotis lucifugus excretes it mainly as urea."
8960,physiology,"With respect to thermoregulation, Asterias rubens is ectothermic."
8961,comparative,"Mus musculus excretes nitrogen mainly as urea, whereas Varanus komodoensis excretes it mainly as uric acid."
8962,comparative,"Latrodectus mactans belongs to the phylum Arthropoda, while Pan troglodytes belongs to the phylum Chordata."
8963,concepts,"From a zoological perspective, ecdysone is a steroid hormone that triggers molting in arthropods."
8964,ecology,The platypus is a carnivore that feeds on benthic invertebrates.
8965,concepts,"As a general principle, a hydrostatic skeleton consists of a fluid-filled cavity surrounded by muscles."
8966,taxonomy,The house mouse belongs to the phylum Chordata.
8967,comparative,"Unlike Tursiops truncatus, which respires through lungs, Aurelia aurita respires through diffusion across the body surface."
8968,concepts,"In comparative physiology, uncoupling protein 1 allows mitochondria in brown fat to release energy as heat rather than producing ATP."
8969,comparative,"Strongylocentrotus purpuratus has a circulatory system that is a water vascular system, whereas that of Octopus vulgaris is closed."
8970,concepts,"In comparative physiology, the lateral line system of fishes and aquatic amphibians detects water movements and pressure changes."
8971,comparative,"Architeuthis dux exchanges gases through gills, whereas Strongylocentrotus purpuratus uses tube feet and peristomial gills."
8972,comparative,"Drosophila melanogaster belongs to the phylum Arthropoda, while Struthio camelus belongs to the phylum Chordata."
8973,comparative,"Unlike Ornithorhynchus anatinus, which respires through lungs, Tyto alba respires through lungs with air sacs."
8974,comparative,"Crocodylus niloticus excretes nitrogen mainly as ammonia and uric acid, whereas Aptenodytes forsteri excretes it mainly as uric acid."
8975,comparative,"Unlike Limulus polyphemus, whose circulatory system is open, Balaenoptera musculus has a circulatory system that is closed."
8976,comparative,"Falco peregrinus excretes nitrogen mainly as uric acid, whereas Petromyzon marinus excretes it mainly as ammonia."
8977,comparative,"Unlike Petromyzon marinus, which is a parasite, Aptenodytes forsteri is a carnivore."
8978,comparative,"Unlike Euplectella aspergillum, which is a filter feeder, Drosophila melanogaster is a saprophage."
8979,comparative,Both Ophiophagus hannah and Varanus komodoensis are members of the order Squamata.
8980,comparative,"Schistocerca gregaria excretes nitrogen mainly as uric acid, whereas Ambystoma mexicanum excretes it mainly as ammonia and urea."
8981,comparative,"Crocodylus niloticus is a carnivore, whereas Apis mellifera is a herbivore."
8982,comparative,"Tursiops truncatus excretes nitrogen mainly as urea, whereas Danaus plexippus excretes it mainly as uric acid."
8983,taxonomy,Ophiophagus hannah is classified in the class Reptilia.
8984,comparative,"While Drosophila melanogaster is a saprophage, Ornithorhynchus anatinus is a carnivore."
8985,comparative,"Unlike Euplectella aspergillum, which is a filter feeder, Schistocerca gregaria is a herbivore."
8986,comparative,"While Latrodectus mactans is a carnivore, Strongylocentrotus purpuratus is a herbivore."
8987,concepts,"From a zoological perspective, migration is a seasonal, often long-distance movement of animals between habitats."
8988,ecology,Carcharodon carcharias is a carnivore found in temperate and subtropical coastal and oceanic waters.
8989,comparative,"Unlike Salmo salar, which respires through gills, Loxodonta africana respires through lungs."
8990,comparative,"Unlike Lumbricus terrestris, which is a detritivore, Rhinella marina is a generalist predator."
8991,comparative,"Unlike Euplectella aspergillum, which excretes ammonia, Iguana iguana excretes uric acid."
8992,traits,Researchers studying Tyto alba have noted that serrated leading edges on its flight feathers reduce flight noise.
8993,comparative,"Rhinella marina exchanges gases through lungs and skin, whereas Tursiops truncatus uses lungs."
8994,comparative,"While Myotis lucifugus is an insectivore, Lithobates catesbeianus is a carnivore."
8995,comparative,"Unlike Octopus vulgaris, which is ectothermic, Canis lupus is endothermic."
8996,summary,"The Atlantic salmon is a ectothermic member of the class Actinopterygii whose circulatory system is closed, with a two-chambered heart."
8997,comparative,"Cornu aspersum has asymmetrical due to torsion and coiling symmetry, whereas Osphranter rufus has bilateral symmetry."
8998,comparative,"Giraffa camelopardalis excretes nitrogen mainly as urea, whereas Lumbricus terrestris excretes it mainly as ammonia and urea."
8999,comparative,"Unlike Petromyzon marinus, which respires through gills, Ornithorhynchus anatinus respires through lungs."
9000,ecology,The giant squid is a carnivore.
9001,comparative,"In contrast to the endothermic Ursus maritimus, Aurelia aurita is ectothermic."
9002,physiology,Varanus komodoensis eliminates nitrogen primarily as uric acid.
9003,comparative,"Latimeria chalumnae excretes nitrogen mainly as urea, whereas Caenorhabditis elegans excretes it mainly as ammonia."
9004,comparative,"Asterias rubens is a carnivore, whereas Hypsibius exemplaris is a herbivore."
9005,concepts,"From a zoological perspective, neural crest cells are a vertebrate innovation that give rise to many cell types, including pigment cells and parts of the skull."
9006,comparative,"Unlike Mus musculus, which respires through lungs, Aurelia aurita respires through diffusion across the body surface."
9007,reproduction,"The reproductive mode of Struthio camelus can be described as oviparous, laying the largest eggs of any living bird."
9008,reproduction,Reproduction in the emperor penguin is oviparous.
9009,comparative,"Unlike Osphranter rufus, which is endothermic, Rhinella marina is ectothermic."
9010,comparative,"Panthera leo exchanges gases through lungs, whereas Architeuthis dux uses gills."
9011,comparative,"Unlike Panthera leo, which respires through lungs, Gallus gallus respires through lungs with air sacs."
9012,comparative,"While Danio rerio is an omnivore, Lumbricus terrestris is a detritivore."
9013,comparative,"While Mytilus edulis is a suspension feeder, Rhinella marina is a generalist predator."
9014,comparative,"Lithobates catesbeianus is a carnivore, whereas Petromyzon marinus is a parasite."
9015,comparative,"While Lithobates catesbeianus is a carnivore, Archilochus colubris is a nectarivore."
9016,ecology,Osphranter rufus is a herbivore found in arid and semi-arid grassland.
9017,physiology,The common starfish is ectothermic.
9018,comparative,"While Hypsibius exemplaris is a herbivore, Limulus polyphemus is a carnivore."
9019,comparative,"Euplectella aspergillum is a filter feeder, whereas Chelonia mydas is a herbivore."
9020,comparative,"Latimeria chalumnae excretes nitrogen mainly as urea, whereas Struthio camelus excretes it mainly as uric acid."
9021,comparative,"Ornithorhynchus anatinus excretes nitrogen mainly as urea, whereas Tyto alba excretes it mainly as uric acid."
9022,comparative,"Osphranter rufus is endothermic, whereas Chelonia mydas is ectothermic."
9023,comparative,"Unlike Drosophila melanogaster, which respires through a tracheal system, Octopus vulgaris respires through gills."
9024,comparative,"Mus musculus is an omnivore, whereas Aurelia aurita is a carnivore."
9025,comparative,"Unlike Acropora cervicornis, which respires through diffusion across the body surface, Giraffa camelopardalis respires through lungs."
