id,category,sentence
2816,comparative,"The return on a put option comes from payoff when the underlying price falls below the strike price, while the return on a common stock comes from dividends and capital gains."
2817,calculations,Net income of 800 million dollars divided by 21 million shares gives earnings per share of 38.10 dollars.
2818,concepts,A bond trading below its face value is said to trade at a discount.
2819,calculations,Net income of 39 million dollars divided by 265 million shares gives earnings per share of 0.15 dollars.
2820,calculations,"A loan of 85,000 euros at a 7% annual rate, repaid monthly over 25 years, has a monthly payment of about 600.76 euros."
2821,calculations,"Net income of 19,400,000 euros on shareholders' equity of 114,600,000 euros corresponds to a return on equity of about 16.9%."
2822,comparative,"A mortgage-backed security is an asset-backed security, whereas a certificate of deposit is a time deposit."
2823,calculations,"An investment of 26,500 dollars at 4% annual interest compounded annually grows to about 29,808.90 dollars after 3 years."
2824,calculations,"The present value of 93,000 pounds received in 17 years, discounted at 6% per year, is about 34,536.89 pounds."
2825,calculations,"If revenue changes from 800 to 996 thousand dollars, the percentage change is +24.5%."
2826,calculations,"The monthly payment on a 3-year amortizing loan of 315,000 euros at 4% annual interest is approximately 9,300.06 euros."
2827,calculations,"Net income of 14,000,000 pounds on shareholders' equity of 249,800,000 pounds corresponds to a return on equity of about 5.6%."
2828,calculations,"A company with 564 million shares outstanding at a price of 175.86 euros has a market capitalization of about 99,185.0 million euros."
2829,calculations,A nominal interest rate of 8% combined with 1.5% inflation implies a real interest rate of approximately 6.40%.
2830,ratios,The asset turnover belongs to the family of efficiency metrics.
2831,calculations,"Discounting 52,000 euros due in 17 years at an annual rate of 10% gives a present value of approximately 10,287.92 euros."
2832,calculations,"Simple interest on 9,250 pounds at 5% for 6 years amounts to 2,775.00 pounds."
2833,calculations,"A company with 594 million shares outstanding at a price of 479.64 dollars has a market capitalization of about 284,906.2 million dollars."
2834,calculations,"A company with net income of 13,200,000 pounds and average equity of 191,600,000 pounds has a return on equity of 6.9%."
2835,comparative,"The return on an interest rate swap comes from net exchanged interest payments, while the return on a convertible bond comes from coupon payments plus the option to convert into shares."
2836,calculations,A nominal interest rate of 7% combined with 1.5% inflation implies a real interest rate of approximately 5.42%.
2837,concepts,"In economics and finance, fiscal policy refers to government decisions on taxation and public spending."
2838,concepts,Beta measures the sensitivity of an asset's returns to movements in the overall market.
2839,calculations,"Simple interest on 2,500 pounds at 5% for 3 years amounts to 375.00 pounds."
2840,concepts,"In finance, the internal rate of return is the discount rate at which a project's net present value equals zero."
2841,calculations,"A company with current assets of 4,860 thousand dollars and current liabilities of 2,120 thousand dollars has a current ratio of 2.29."
2842,calculations,"With annual compounding at 3.5%, 18,000 euros becomes approximately 21,378.35 euros in 5 years."
2843,concepts,"In economics and finance, amortizing loans repay both principal and interest through scheduled payments."
2844,calculations,"Simple interest on 7,500 dollars at 5% for 1 years amounts to 375.00 dollars."
2845,calculations,"A loan of 105,000 dollars at a 5% annual rate, repaid monthly over 3 years, has a monthly payment of about 3,146.94 dollars."
2846,calculations,"If earnings per share are 9.82 dollars and the share price is 223 dollars, the P/E ratio is approximately 22.7."
2847,calculations,"If earnings per share are 6.15 pounds and the share price is 297 pounds, the P/E ratio is approximately 48.3."
2848,concepts,Loss aversion describes the tendency to feel losses more strongly than equivalent gains.
2849,concepts,"As a general principle, collateral is an asset pledged by a borrower to secure a loan."
2850,calculations,"A company with current assets of 610 thousand dollars and current liabilities of 1,920 thousand dollars has a current ratio of 0.32."
2851,comparative,"A preferred stock is a hybrid security, whereas an exchange-traded fund is a pooled investment vehicle."
2852,calculations,"A company with current assets of 4,150 thousand euros and current liabilities of 2,070 thousand euros has a current ratio of 2.00."
2853,calculations,"A loan of 35,000 dollars at a 4.5% annual rate, repaid monthly over 10 years, has a monthly payment of about 362.73 dollars."
2854,calculations,"At a simple interest rate of 5% per year, a principal of 19,500 pounds earns 3,900.00 pounds in interest over 4 years."
2855,calculations,An annual dividend of 8.74 euros on a share priced at 228 euros gives a dividend yield of 3.83%.
2856,calculations,"A loan of 25,000 dollars at a 3% annual rate, repaid monthly over 5 years, has a monthly payment of about 449.22 dollars."
2857,calculations,An annual dividend of 8.33 dollars on a share priced at 68 dollars gives a dividend yield of 12.25%.
2858,calculations,A share priced at 108 dollars with earnings per share of 10.56 dollars has a price-to-earnings ratio of about 10.2.
2859,calculations,"At a simple interest rate of 2% per year, a principal of 9,250 euros earns 555.00 euros in interest over 3 years."
2860,calculations,"A company with 437 million shares outstanding at a price of 452.16 pounds has a market capitalization of about 197,593.9 million pounds."
2861,calculations,"A bond with a face value of 1,000 euros, a 6% annual coupon, and a price of 1,150 euros has a current yield of about 5.22%. The bond trades at a premium."
2862,calculations,"If earnings per share are 10.67 euros and the share price is 66 euros, the P/E ratio is approximately 6.2."
2863,calculations,"A loan of 115,000 pounds at a 3.5% annual rate, repaid monthly over 3 years, has a monthly payment of about 3,369.74 pounds."
2864,concepts,"In finance, a project with a positive net present value is expected to add value to the firm."
2865,calculations,"If revenue changes from 8,500 to 11,766 thousand pounds, the percentage change is +38.4%."
2866,calculations,"A company with net income of 15,600,000 euros and average equity of 116,600,000 euros has a return on equity of 13.4%."
2867,concepts,An exchange rate is the price of one currency expressed in terms of another.
2868,calculations,"An investment of 9,500 euros at 3.5% annual interest compounded annually grows to about 17,646.15 euros after 18 years."
2869,calculations,"A company with 839 million shares outstanding at a price of 407.56 euros has a market capitalization of about 341,942.8 million euros."
2870,comparative,"An exchange-traded fund is a pooled investment vehicle, whereas a convertible bond is a hybrid security."
2871,calculations,"An asset whose price moves from 6,450 to 9,067 dollars has a return of +40.6%, excluding income."
2872,concepts,"From a financial perspective, value at risk estimates the potential loss of a portfolio over a given period at a given confidence level."
2873,calculations,"A company with 623 million shares outstanding at a price of 214.90 dollars has a market capitalization of about 133,882.7 million dollars."
2874,calculations,"A company with 137 million shares outstanding at a price of 349.33 dollars has a market capitalization of about 47,858.2 million dollars."
2875,calculations,Net income of 455 million dollars divided by 208 million shares gives earnings per share of 2.19 dollars.
2876,calculations,"An asset whose price moves from 6,850 to 5,756 dollars has a return of -16.0%, excluding income."
2877,calculations,"An asset whose price moves from 4,200 to 4,537 euros has a return of +8.0%, excluding income."
2878,calculations,An annual dividend of 1.90 dollars on a share priced at 81 dollars gives a dividend yield of 2.35%.
2879,comparative,"The return on a certificate of deposit comes from fixed interest, while the return on a call option comes from payoff when the underlying price rises above the strike price."
2880,calculations,"The monthly payment on a 25-year amortizing loan of 165,000 dollars at 3% annual interest is approximately 782.45 dollars."
2881,calculations,An annual dividend of 5.77 dollars on a share priced at 203 dollars gives a dividend yield of 2.84%.
2882,concepts,"In economics and finance, venture capital provides financing to early-stage companies with high growth potential."
2883,calculations,"At a simple interest rate of 6% per year, a principal of 15,000 pounds earns 7,200.00 pounds in interest over 8 years."
2884,calculations,"With annual compounding at 6%, 45,000 pounds becomes approximately 85,423.44 pounds in 11 years."
2885,concepts,A primary market is where securities are issued and sold for the first time.
2886,calculations,Net income of 500 million pounds divided by 76 million shares gives earnings per share of 6.58 pounds.
2887,concepts,"In economics and finance, depreciation allocates the cost of a tangible asset over its useful life."
2888,calculations,"A company with 32 million shares outstanding at a price of 430.31 pounds has a market capitalization of about 13,769.9 million pounds."
2889,calculations,"A company with 276 million shares outstanding at a price of 24.75 pounds has a market capitalization of about 6,831.0 million pounds."
2890,concepts,Correlation measures how closely the returns of two assets move together.
2891,calculations,"If earnings per share are 1.91 dollars and the share price is 228 dollars, the P/E ratio is approximately 119.4."
2892,comparative,"The return on a mutual fund comes from distributions and changes in net asset value, while the return on an interest rate swap comes from net exchanged interest payments."
2893,calculations,Net income of 220 million euros divided by 233 million shares gives earnings per share of 0.94 euros.
2894,concepts,"In finance, systematic risk affects the entire market and cannot be eliminated by diversification."
2895,concepts,"From a financial perspective, asset allocation is the division of a portfolio among asset classes such as equities, bonds, and cash."
2896,calculations,"If a 7% coupon bond with a 1,000 euros face value trades at 1,030 euros, its current yield is approximately 6.80%. The bond trades at a premium."
2897,comparative,"A treasury bill is a money market instrument, whereas a government bond is a debt security."
2898,calculations,"Net income of 40,200,000 euros on shareholders' equity of 466,900,000 euros corresponds to a return on equity of about 8.6%."
2899,calculations,"The present value of 97,000 pounds received in 16 years, discounted at 8% per year, is about 28,313.38 pounds."
2900,calculations,"The present value of 40,000 pounds received in 2 years, discounted at 5% per year, is about 36,281.18 pounds."
2901,calculations,"A company with 875 million shares outstanding at a price of 439.62 pounds has a market capitalization of about 384,667.5 million pounds."
2902,concepts,"In finance, counterparty risk is the risk that the other party in a transaction defaults on its obligations."
2903,calculations,"An asset whose price moves from 4,650 to 4,271 euros has a return of -8.2%, excluding income."
2904,concepts,"As a general principle, International Financial Reporting Standards are accounting standards used in many countries, including the European Union."
2905,calculations,Net income of 119 million euros divided by 56 million shares gives earnings per share of 2.12 euros.
2906,calculations,An annual dividend of 1.68 euros on a share priced at 190 euros gives a dividend yield of 0.88%.
2907,calculations,Net income of 975 million euros divided by 422 million shares gives earnings per share of 2.31 euros.
2908,calculations,"With a nominal return of 6% and inflation of 2.5%, the real return is about 3.41% using the exact Fisher relation."
2909,ratios,The net debt to EBITDA is a leverage ratio.
2910,calculations,"A company with net income of 8,700,000 dollars and average equity of 42,200,000 dollars has a return on equity of 20.6%."
2911,comparative,"An exchange-traded fund is a pooled investment vehicle, whereas a preferred stock is a hybrid security."
2912,calculations,"At a simple interest rate of 6% per year, a principal of 14,750 euros earns 885.00 euros in interest over 1 years."
2913,comparative,"The return on a common stock comes from dividends and capital gains, while the return on a convertible bond comes from coupon payments plus the option to convert into shares."
2914,instruments,A mortgage-backed security generates income through principal and interest payments passed through from borrowers.
2915,comparative,"A forward contract is a derivative, whereas a convertible bond is a hybrid security."
2916,calculations,"If earnings per share are 3.79 pounds and the share price is 260 pounds, the P/E ratio is approximately 68.6."
2917,calculations,"If earnings per share are 11.90 pounds and the share price is 198 pounds, the P/E ratio is approximately 16.6."
2918,calculations,"If earnings per share are 7.02 dollars and the share price is 67 dollars, the P/E ratio is approximately 9.5."
2919,calculations,"An asset whose price moves from 6,100 to 3,944 euros has a return of -35.3%, excluding income."
2920,instruments,The interest rate swap is classified as a derivative.
2921,calculations,"If a 4% coupon bond with a 1,000 dollars face value trades at 1,085 dollars, its current yield is approximately 3.69%. The bond trades at a premium."
2922,calculations,"An investment of 4,000 euros at 3.5% annual interest compounded annually grows to about 5,839.88 euros after 11 years."
2923,calculations,"The present value of 91,000 pounds received in 16 years, discounted at 5% per year, is about 41,688.15 pounds."
2924,calculations,An annual dividend of 7.92 dollars on a share priced at 230 dollars gives a dividend yield of 3.44%.
2925,instruments,"Regarding liquidity, a common stock offers usually high liquidity when listed on an exchange."
2926,comparative,"A call option is a derivative, whereas a preferred stock is a hybrid security."
2927,calculations,Net income of 764 million pounds divided by 181 million shares gives earnings per share of 4.22 pounds.
2928,calculations,"If a 4% coupon bond with a 1,000 dollars face value trades at 905 dollars, its current yield is approximately 4.42%. The bond trades at a discount."
2929,calculations,Net income of 932 million pounds divided by 311 million shares gives earnings per share of 3.00 pounds.
2930,calculations,"With annual compounding at 1.5%, 7,500 dollars becomes approximately 11,211.00 dollars in 27 years."
2931,comparative,"The return on a preferred stock comes from fixed or floating dividends, while the return on a call option comes from payoff when the underlying price rises above the strike price."
2932,calculations,Net income of 767 million euros divided by 410 million shares gives earnings per share of 1.87 euros.
2933,calculations,"A loan of 285,000 dollars at a 5% annual rate, repaid monthly over 30 years, has a monthly payment of about 1,529.94 dollars."
2934,calculations,"Net income of 34,800,000 dollars on shareholders' equity of 324,400,000 dollars corresponds to a return on equity of about 10.7%."
2935,ratios,The inventory turnover is calculated as cost of goods sold divided by average inventory.
2936,calculations,"If earnings per share are 12.86 pounds and the share price is 45 pounds, the P/E ratio is approximately 3.5."
2937,calculations,A company with current assets of 840 thousand euros and current liabilities of 260 thousand euros has a current ratio of 3.23.
2938,concepts,"From a financial perspective, bond prices fall when market interest rates rise."
2939,calculations,"A company with net income of 45,000,000 euros and average equity of 395,200,000 euros has a return on equity of 11.4%."
2940,comparative,"The return on a put option comes from payoff when the underlying price falls below the strike price, while the return on a preferred stock comes from fixed or floating dividends."
2941,calculations,"A loan of 65,000 pounds at a 2% annual rate, repaid monthly over 30 years, has a monthly payment of about 240.25 pounds."
2942,calculations,"If earnings per share are 0.76 dollars and the share price is 188 dollars, the P/E ratio is approximately 247.4."
2943,calculations,A share priced at 100 euros with earnings per share of 14.53 euros has a price-to-earnings ratio of about 6.9.
2944,calculations,"A company with 58 million shares outstanding at a price of 330.17 euros has a market capitalization of about 19,149.9 million euros."
2945,calculations,"With a nominal return of 5% and inflation of 6%, the real return is about -0.94% using the exact Fisher relation."
2946,calculations,Net income of 418 million dollars divided by 348 million shares gives earnings per share of 1.20 dollars.
2947,calculations,"The monthly payment on a 5-year amortizing loan of 255,000 euros at 3.5% annual interest is approximately 4,638.89 euros."
2948,calculations,An annual dividend of 7.83 dollars on a share priced at 171 dollars gives a dividend yield of 4.58%.
2949,calculations,"If earnings per share are 6.56 pounds and the share price is 231 pounds, the P/E ratio is approximately 35.2."
2950,concepts,"From a financial perspective, diversification reduces portfolio risk by combining assets whose returns are not perfectly correlated."
2951,calculations,"If earnings per share are 3.17 pounds and the share price is 63 pounds, the P/E ratio is approximately 19.9."
2952,calculations,"Discounting 46,000 dollars due in 14 years at an annual rate of 6% gives a present value of approximately 20,345.84 dollars."
2953,concepts,"In economics and finance, Anti-money laundering rules require financial institutions to detect and report suspicious transactions."
2954,calculations,"Net income of 3,300,000 pounds on shareholders' equity of 32,000,000 pounds corresponds to a return on equity of about 10.3%."
2955,calculations,A nominal interest rate of 4% combined with 1% inflation implies a real interest rate of approximately 2.97%.
2956,comparative,"A put option is a derivative, whereas a certificate of deposit is a time deposit."
2957,calculations,"The present value of 68,000 pounds received in 4 years, discounted at 3% per year, is about 60,417.12 pounds."
2958,calculations,An annual dividend of 4.76 dollars on a share priced at 90 dollars gives a dividend yield of 5.29%.
2959,calculations,An annual dividend of 0.11 pounds on a share priced at 285 pounds gives a dividend yield of 0.04%.
2960,calculations,"A company with 843 million shares outstanding at a price of 59.10 dollars has a market capitalization of about 49,821.3 million dollars."
2961,calculations,"A loan of 260,000 euros at a 4% annual rate, repaid monthly over 5 years, has a monthly payment of about 4,788.30 euros."
2962,comparative,"The return on a preferred stock comes from fixed or floating dividends, while the return on a forward contract comes from gains or losses at settlement."
2963,calculations,"An asset whose price moves from 7,200 to 7,976 euros has a return of +10.8%, excluding income."
2964,calculations,"The future value of 12,500 euros invested for 21 years at a 4.5% annual rate, compounded yearly, is about 31,503.01 euros."
2965,calculations,"If earnings per share are 0.73 dollars and the share price is 158 dollars, the P/E ratio is approximately 216.4."
2966,calculations,"A company with current assets of 4,400 thousand pounds and current liabilities of 1,210 thousand pounds has a current ratio of 3.64."
2967,concepts,"In finance, future value is the amount an investment will grow to after earning interest over a given period."
2968,calculations,Net income of 993 million dollars divided by 233 million shares gives earnings per share of 4.26 dollars.
2969,calculations,"With annual compounding at 2.5%, 27,500 dollars becomes approximately 31,891.57 dollars in 6 years."
2970,calculations,An annual dividend of 6.86 pounds on a share priced at 185 pounds gives a dividend yield of 3.71%.
2971,concepts,A bear market is often defined as a decline of at least 20 percent from a recent peak.
2972,calculations,"The monthly payment on a 25-year amortizing loan of 375,000 pounds at 6% annual interest is approximately 2,416.13 pounds."
2973,calculations,"At a simple interest rate of 2% per year, a principal of 14,500 pounds earns 2,900.00 pounds in interest over 10 years."
2974,comparative,"A real estate investment trust is a pooled investment vehicle, whereas a mortgage-backed security is an asset-backed security."
2975,calculations,"A company with current assets of 1,260 thousand pounds and current liabilities of 3,270 thousand pounds has a current ratio of 0.39."
2976,calculations,"The monthly payment on a 20-year amortizing loan of 210,000 euros at 5% annual interest is approximately 1,385.91 euros."
2977,concepts,"As a general principle, liquidity risk is the risk that an asset cannot be sold quickly without a significant price concession."
2978,comparative,"The return on a common stock comes from dividends and capital gains, while the return on a forward contract comes from gains or losses at settlement."
2979,calculations,"The monthly payment on a 3-year amortizing loan of 335,000 dollars at 4.5% annual interest is approximately 9,965.22 dollars."
2980,calculations,"With annual compounding at 5%, 41,500 euros becomes approximately 179,360.61 euros in 30 years."
2981,calculations,Net income of 50 million euros divided by 467 million shares gives earnings per share of 0.11 euros.
2982,calculations,A share priced at 44 euros with earnings per share of 2.81 euros has a price-to-earnings ratio of about 15.7.
2983,calculations,"A bond with a face value of 1,000 euros, a 7% annual coupon, and a price of 860 euros has a current yield of about 8.14%. The bond trades at a discount."
2984,comparative,"The return on a mortgage-backed security comes from principal and interest payments passed through from borrowers, while the return on a forward contract comes from gains or losses at settlement."
2985,comparative,"The return on a real estate investment trust comes from rental income distributions and price changes, while the return on a money market fund comes from short-term interest income."
2986,calculations,"A company with current assets of 4,350 thousand dollars and current liabilities of 2,970 thousand dollars has a current ratio of 1.46."
2987,concepts,Anti-money laundering rules require financial institutions to detect and report suspicious transactions.
2988,calculations,"The present value of 38,000 pounds received in 13 years, discounted at 10% per year, is about 11,007.25 pounds."
2989,calculations,"With annual compounding at 2%, 4,000 pounds becomes approximately 5,277.92 pounds in 14 years."
2990,calculations,A share priced at 71 pounds with earnings per share of 1.72 pounds has a price-to-earnings ratio of about 41.3.
2991,calculations,Net income of 665 million dollars divided by 198 million shares gives earnings per share of 3.36 dollars.
2992,calculations,"Net income of 26,300,000 pounds on shareholders' equity of 124,200,000 pounds corresponds to a return on equity of about 21.2%."
2993,calculations,"A company with current assets of 1,150 thousand pounds and current liabilities of 3,480 thousand pounds has a current ratio of 0.33."
2994,calculations,An annual dividend of 6.85 euros on a share priced at 165 euros gives a dividend yield of 4.15%.
2995,calculations,"The future value of 42,000 pounds invested for 18 years at a 1.5% annual rate, compounded yearly, is about 54,908.31 pounds."
2996,calculations,"A bond with a face value of 1,000 euros, a 4% annual coupon, and a price of 1,135 euros has a current yield of about 3.52%. The bond trades at a premium."
2997,instruments,Investors in a corporate bond face moderate risk that depends on the issuer's credit rating.
2998,calculations,"A company with current assets of 2,850 thousand euros and current liabilities of 2,320 thousand euros has a current ratio of 1.23."
2999,calculations,"The present value of 19,000 euros received in 17 years, discounted at 6% per year, is about 7,055.92 euros."
3000,calculations,An annual dividend of 1.56 dollars on a share priced at 181 dollars gives a dividend yield of 0.86%.
3001,calculations,"An investment of 28,000 euros at 4% annual interest compounded annually grows to about 32,756.04 euros after 4 years."
3002,ratios,Analysts use the price-to-earnings ratio to assess how much investors pay for each unit of earnings.
3003,concepts,"From a financial perspective, Beta measures the sensitivity of an asset's returns to movements in the overall market."
3004,calculations,An annual dividend of 2.56 dollars on a share priced at 141 dollars gives a dividend yield of 1.82%.
3005,comparative,"A zero-coupon bond is a debt security, whereas a mutual fund is a pooled investment vehicle."
3006,calculations,"A loan of 20,000 pounds at a 4% annual rate, repaid monthly over 10 years, has a monthly payment of about 202.49 pounds."
3007,calculations,"A company with current assets of 3,980 thousand dollars and current liabilities of 2,480 thousand dollars has a current ratio of 1.60."
3008,concepts,Commercial banks accept deposits and make loans.
3009,ratios,The return on assets measures how efficiently a company uses its assets to generate profit.
3010,calculations,"Discounting 38,000 pounds due in 9 years at an annual rate of 8% gives a present value of approximately 19,009.46 pounds."
3011,calculations,Net income of 385 million dollars divided by 62 million shares gives earnings per share of 6.21 dollars.
3012,calculations,"A company with current assets of 860 thousand dollars and current liabilities of 3,340 thousand dollars has a current ratio of 0.26."
3013,concepts,"From a financial perspective, a central bank manages a country's monetary policy and money supply."
3014,calculations,"A company with net income of 24,800,000 euros and average equity of 337,500,000 euros has a return on equity of 7.3%."
3015,calculations,A share priced at 12 euros with earnings per share of 5.54 euros has a price-to-earnings ratio of about 2.2.
3016,calculations,"The future value of 36,500 euros invested for 29 years at a 3% annual rate, compounded yearly, is about 86,014.64 euros."
3017,calculations,"If revenue changes from 6,550 to 8,313 thousand euros, the percentage change is +26.9%."
3018,calculations,An annual dividend of 6.76 euros on a share priced at 183 euros gives a dividend yield of 3.69%.
3019,calculations,An annual dividend of 0.65 dollars on a share priced at 84 dollars gives a dividend yield of 0.77%.
3020,calculations,"If revenue changes from 9,700 to 7,753 thousand pounds, the percentage change is -20.1%."
3021,calculations,"With annual compounding at 1.5%, 25,500 pounds becomes approximately 38,689.17 pounds in 28 years."
3022,concepts,"In finance, interest rate risk is the risk that changes in interest rates reduce the value of an investment."
3023,calculations,"The monthly payment on a 10-year amortizing loan of 370,000 euros at 4% annual interest is approximately 3,746.07 euros."
3024,calculations,Net income of 870 million pounds divided by 184 million shares gives earnings per share of 4.73 pounds.
3025,calculations,"At a simple interest rate of 6% per year, a principal of 19,250 dollars earns 6,930.00 dollars in interest over 6 years."
3026,calculations,"A company with net income of 33,700,000 euros and average equity of 630,100,000 euros has a return on equity of 5.3%."
3027,calculations,"The monthly payment on a 10-year amortizing loan of 15,000 dollars at 4.5% annual interest is approximately 155.46 dollars."
3028,calculations,"A bond with a face value of 1,000 dollars, a 3% annual coupon, and a price of 950 dollars has a current yield of about 3.16%. The bond trades at a discount."
3029,concepts,The consumer price index tracks changes in the price of a basket of consumer goods and services.
3030,calculations,An annual dividend of 4.50 euros on a share priced at 184 euros gives a dividend yield of 2.45%.
3031,calculations,"Discounting 66,000 dollars due in 4 years at an annual rate of 10% gives a present value of approximately 45,078.89 dollars."
3032,calculations,Net income of 227 million euros divided by 272 million shares gives earnings per share of 0.83 euros.
3033,calculations,"The present value of 52,000 dollars received in 3 years, discounted at 2% per year, is about 49,000.76 dollars."
3034,calculations,"A company with 529 million shares outstanding at a price of 389.99 pounds has a market capitalization of about 206,304.7 million pounds."
3035,concepts,The payback period is the time required for cumulative cash flows to recover the initial investment.
3036,ratios,The return on equity measures how efficiently a company generates profit from shareholders' capital.
3037,concepts,"In finance, a limit order is executed only at a specified price or better."
3038,calculations,"With annual compounding at 4%, 12,000 pounds becomes approximately 37,423.82 pounds in 29 years."
3039,concepts,"As a general principle, private equity funds invest in companies that are not publicly traded."
3040,concepts,The European Central Bank sets monetary policy for the euro area.
3041,calculations,"At a simple interest rate of 2% per year, a principal of 18,250 dollars earns 2,920.00 dollars in interest over 8 years."
3042,calculations,"A company with net income of 44,600,000 dollars and average equity of 438,600,000 dollars has a return on equity of 10.2%."
3043,calculations,Net income of 984 million pounds divided by 263 million shares gives earnings per share of 3.74 pounds.
3044,calculations,"A bond with a face value of 1,000 euros, a 3% annual coupon, and a price of 925 euros has a current yield of about 3.24%. The bond trades at a discount."
3045,comparative,"An exchange-traded fund is a pooled investment vehicle, whereas an interest rate swap is a derivative."
3046,concepts,Arbitrage is the simultaneous purchase and sale of an asset to profit from a price difference.
3047,calculations,"A company with 361 million shares outstanding at a price of 405.60 pounds has a market capitalization of about 146,421.6 million pounds."
3048,calculations,"A loan of 375,000 euros at a 5% annual rate, repaid monthly over 30 years, has a monthly payment of about 2,013.08 euros."
3049,comparative,"The return on a mutual fund comes from distributions and changes in net asset value, while the return on a corporate bond comes from periodic coupon payments."
3050,comparative,"The return on a corporate bond comes from periodic coupon payments, while the return on a call option comes from payoff when the underlying price rises above the strike price."
3051,calculations,"At a simple interest rate of 3% per year, a principal of 3,250 dollars earns 877.50 dollars in interest over 9 years."
3052,calculations,"If a 4% coupon bond with a 1,000 euros face value trades at 875 euros, its current yield is approximately 4.57%. The bond trades at a discount."
3053,calculations,"The present value of 78,000 euros received in 2 years, discounted at 6% per year, is about 69,419.72 euros."
3054,calculations,An annual dividend of 6.15 pounds on a share priced at 217 pounds gives a dividend yield of 2.83%.
3055,calculations,"With annual compounding at 1.5%, 48,000 pounds becomes approximately 59,124.28 pounds in 14 years."
3056,calculations,"Simple interest on 10,750 pounds at 6% for 6 years amounts to 3,870.00 pounds."
3057,calculations,"If earnings per share are 11.81 pounds and the share price is 74 pounds, the P/E ratio is approximately 6.3."
3058,concepts,"As a general principle, a stock index tracks the performance of a selected group of shares."
3059,calculations,"A company with current assets of 4,450 thousand dollars and current liabilities of 3,500 thousand dollars has a current ratio of 1.27."
3060,calculations,"Discounting 21,000 pounds due in 8 years at an annual rate of 10% gives a present value of approximately 9,796.65 pounds."
3061,calculations,"If revenue changes from 3,050 to 4,709 thousand pounds, the percentage change is +54.4%."
3062,comparative,"A real estate investment trust is a pooled investment vehicle, whereas a corporate bond is a debt security."
3063,calculations,An annual dividend of 3.48 dollars on a share priced at 83 dollars gives a dividend yield of 4.19%.
3064,calculations,"An investment of 23,000 dollars at 2% annual interest compounded annually grows to about 34,860.33 dollars after 21 years."
3065,concepts,"In economics and finance, correlation measures how closely the returns of two assets move together."
3066,comparative,"The return on a zero-coupon bond comes from the difference between the purchase price and face value, while the return on a money market fund comes from short-term interest income."
3067,instruments,A corporate bond is typically issued by companies.
3068,concepts,"From a financial perspective, an inverted yield curve occurs when short-term yields exceed long-term yields."
3069,comparative,"A convertible bond is a hybrid security, whereas a corporate bond is a debt security."
3070,calculations,Net income of 599 million euros divided by 67 million shares gives earnings per share of 8.94 euros.
3071,calculations,Net income of 565 million pounds divided by 107 million shares gives earnings per share of 5.28 pounds.
3072,calculations,Net income of 227 million euros divided by 86 million shares gives earnings per share of 2.64 euros.
3073,calculations,"If earnings per share are 3.97 dollars and the share price is 53 dollars, the P/E ratio is approximately 13.4."
3074,calculations,"A company with 569 million shares outstanding at a price of 380.28 dollars has a market capitalization of about 216,379.3 million dollars."
3075,calculations,"Discounting 98,000 pounds due in 10 years at an annual rate of 2% gives a present value of approximately 80,394.13 pounds."
3076,concepts,"EBITDA stands for earnings before interest, taxes, depreciation, and amortization."
3077,ratios,Analysts use the earnings per share to assess the profit attributable to each common share.
3078,calculations,"At a simple interest rate of 2% per year, a principal of 6,500 pounds earns 650.00 pounds in interest over 5 years."
3079,concepts,"In economics and finance, an annuity is a series of equal payments made at regular intervals."
3080,calculations,"Discounting 32,000 euros due in 17 years at an annual rate of 5% gives a present value of approximately 13,961.49 euros."
3081,calculations,"If a 3% coupon bond with a 1,000 pounds face value trades at 1,000 pounds, its current yield is approximately 3.00%. The bond trades at par."
3082,comparative,"An interest rate swap is a derivative, whereas a real estate investment trust is a pooled investment vehicle."
3083,calculations,"The future value of 15,000 pounds invested for 4 years at a 4.5% annual rate, compounded yearly, is about 17,887.78 pounds."
3084,calculations,An annual dividend of 6.07 euros on a share priced at 50 euros gives a dividend yield of 12.14%.
3085,calculations,Net income of 511 million euros divided by 94 million shares gives earnings per share of 5.44 euros.
3086,concepts,"In economics and finance, an exchange rate is the price of one currency expressed in terms of another."
3087,comparative,"A mortgage-backed security is an asset-backed security, whereas a forward contract is a derivative."
3088,calculations,A share priced at 245 euros with earnings per share of 5.10 euros has a price-to-earnings ratio of about 48.0.
3089,calculations,"A company with current assets of 3,220 thousand dollars and current liabilities of 590 thousand dollars has a current ratio of 5.46."
3090,calculations,Net income of 395 million dollars divided by 161 million shares gives earnings per share of 2.45 dollars.
3091,calculations,"A company with current assets of 4,220 thousand dollars and current liabilities of 2,550 thousand dollars has a current ratio of 1.65."
3092,calculations,"If a 6% coupon bond with a 1,000 euros face value trades at 855 euros, its current yield is approximately 7.02%. The bond trades at a discount."
3093,calculations,"A company with current assets of 2,620 thousand euros and current liabilities of 3,050 thousand euros has a current ratio of 0.86."
3094,calculations,"If revenue changes from 4,100 to 3,091 thousand euros, the percentage change is -24.6%."
3095,comparative,"A common stock is an equity security, whereas a put option is a derivative."
3096,instruments,Investors in a futures contract face high risk due to leverage.
3097,concepts,"In finance, The Basel Accords are international standards for bank capital and liquidity regulation."
3098,calculations,"An asset whose price moves from 2,100 to 1,268 euros has a return of -39.6%, excluding income."
3099,calculations,"If earnings per share are 8.55 pounds and the share price is 75 pounds, the P/E ratio is approximately 8.8."
3100,calculations,Net income of 730 million dollars divided by 314 million shares gives earnings per share of 2.32 dollars.
